325201	226	0
325210	76	0
325211	513	0
325213	170	0
325226	102	0
325228	269	0
325301	172	0
325304	78	0
325307	155	0
325308	70	0
325309	190	0
325312	73	0
325314	111	0
325331	38	0
325332	62	0
325401	10	0
325407	24	0
325613	9	0
325640	45	0
325661	29	0
325663	64	0
325685	44	0
325881	39	0
325882	43	0
325883	30	0
325885	32	0
333201	514	0
333301	279	0
333302	394	0
333303	443	0
333402	49	0
333403	46	0
333404	36	0
333613	20	0
333618	47	0
333620	9	0
333641	21	0
333690	31	1
333816	30	0
333819	15	0
411101	47	0
411201	97	0
411331	120	0
411332	117	0
411334	89	0
411335	106	0
421103	115	0
421208	99	0
421210	28	0
421255	121	0
421305	137	0
421306	99	0
421307	102	0
421410	100	0
421412	30	0
421414	58	0
421421	24	0
421447	93	0
421453	57	0
421480	33	0
421602	9	0
431102	603	0
431201	391	0
431202	48	0
431204	330	0
431210	201	0
431324	79	0
431325	102	0
431326	111	0
431330	72	0
431460	104	0
431461	59	0
431462	75	0
431466	25	0
431468	20	0
431658	2	0
433141	776	0
433142	138	0
433171	262	0
4332521	321	0
4332522	64	1
4332523	64	1
4332524	64	1
4332525	64	1
4332526	64	1
433253	331	0
433254	114	0
433255	146	0
433303	158	0
433330	44	0
433332	298	0
433341	244	0
433351	239	0
433443	66	0
433448	27	1
433470	6	1
433475	24	1
433480	28	0
433603	0	1
433670	15	1
433676	10	1
436105	154	0
436202	162	0
4362032	130	0
436351	135	0
436353	185	0
4363631	62	0
4364122	17	0
436414	25	0
436415	26	0
436431	119	0
4364321	89	0
4364322	89	0
436466	16	0
451100	54	0
451203	40	0
451207	29	1
451208	30	0
451332	35	0
451333	34	0
451609	8	0
451610	11	0
465101	102	0
465106	101	0
465108	99	0
465201	69	0
465302	60	0
465402	59	0
485100	123	0
485136	119	0
485220	114	0
485233	108	0
485256	67	0
5101102	217	0
510111	218	0
5102111	257	0
5102112	257	1
5103101	182	0
5103102	182	0
5103103	182	1
5103111	182	0
5103112	182	1
510594	225	0
511111	18	0
511112	19	0
511113	19	0
511122	65	0
511208	18	0
511209	19	0
511222	58	0
5112242	58	0
5112243	58	0
511301	52	0
5115011	46	0
5115012	46	0
5115013	46	0
5115014	46	0
5118152	14	0
512120	887	0
512220	396	0
512221	358	0
512222	364	0
512320	335	0
512335	31	0
512350	126	0
512380	100	0
512450	9	0
5129051	39	0
5129052	39	0
5131101	100	0
5131102	100	0
5131103	100	1
5132101	93	0
5132102	93	0
5132103	93	1
514877	208	0
5162011	106	0
5162012	106	1
5162041	113	0
5162042	113	1
516301	18	0
5163031	60	0
5163032	60	1
516306	25	0
521204	38	0
5212132	91	0
521220	105	0
521301	160	0
521303	91	0
521305	78	0
521308	72	0
521321	122	0
526201	230	0
526301	50	0
526304	97	0
526307	12	0
526311	59	0
526324	58	1
534039	51	0
534301	68	0
534302	38	0
534303	15	0
536202	117	0
536301	58	0
536302	31	0
536308	48	0
600201	52	0
606204	66	0
606205	123	0
606301	36	0
606303	17	0
606309	25	0
610051	148	0
610081	0	0
610260	88	0
610332	55	0
615102	235	0
615120	518	0
615230	371	0
615240	395	0
615251	359	0
615347	256	0
615348	69	0
615367	56	0
615372	192	0
620031	27	0
620131	93	0
620142	167	0
620143	224	0
620151	145	0
620160	327	0
620161	256	0
620221	84	0
620261	86	0
620270	63	0
620311	38	0
620321	28	0
620331	91	0
620341	51	0
620351	75	0
620361	38	0
620371	56	0
620381	26	0
625101	178	0
625221	47	0
625222	39	0
625227	34	0
625301	34	0
625303	24	0
625307	43	0
625331	14	0
640176	100	0
640237	55	0
640246	0	0
640251	18	0
640261	37	0
640351	26	0
652214	280	0
652216	78	0
652302	125	0
652304	104	0
652305	102	0
6542012	120	1
654207	92	0
654301	25	0
654307	44	0
655111	47	0
655121	34	0
655221	51	0
655321	41	0
655330	38	0
655331	7	0
655340	38	0
655351	39	0
702102	147	0
702131	90	0
702137	232	0
702216	81	0
702217	31	0
702231	68	0
702236	56	0
702237	189	0
702308	56	0
702319	78	0
702331	41	0
7023371	208	0
7023372	208	0
702353	26	0
702411	55	0
702653	0	0
705218	74	0
705445	54	0
730202	318	0
730203	290	0
730303	23	0
730307	211	0
730348	143	0
730357	210	0
730363	124	0
730393	233	0
730407	166	0
730428	41	0
730436	66	0
732103	299	0
732304	67	0
733102	112	0
733213	26	0
740141	142	0
740142	246	0
740264	140	0
740340	25	0
609	114	0
608	54	0
607	116	0
605	45	0
603	69	0
602	80	0
601	46	0
600	19	0
599	100	0
598	37	0
597	538	0
596	73	0
595	703	0
594	160	0
592	40	0
591	128	0
590	113	0
589	97	0
588	120	0
587	261	0
583	73	0
582	158	0
580	158	0
578	148	0
575	160	0
572	138	0
571	82	0
570	128	0
569	18	0
568	33	0
567	30	0
566	112	0
565	86	0
564	365	0
562	27	0
560	11	0
559	15	0
558	300	1
557	350	0
556	350	0
555	350	1
554	426	0
552	80	0
551	293	0
549	1240	0
547	69	0
546	87	0
545	882	0
544	197	0
543	177	0
542	52	0
541	56	0
540	1144	0
539	1303	0
538	209	0
537	78	0
536	201	0
535	110	0
534	901	0
531	128	0
530	61	0
529	60	0
528	127	0
527	105	0
526	50	0
525	140	0
524	19	0
523	59	0
522	79	0
